iter	MultiClass
135	0.04761872162
136	0.04728161338
137	0.04695341992
138	0.04628843963
139	0.04592399795
140	0.04549022691
141	0.04485154519
142	0.04450058625
143	0.04395818497
144	0.04365762239
145	0.04320763003
146	0.04288322926
147	0.04256354443
148	0.04226726021
149	0.04194563587
150	0.0416373553
151	0.04121187805
152	0.04072013845
153	0.04039176669
154	0.04013211884
155	0.03992072931
156	0.0396974033
157	0.03948186551
158	0.03924706172
159	0.0389514112
160	0.03870598009
161	0.03843836097
162	0.03818979249
163	0.03793725957
164	0.03773139628
165	0.03728481654
166	0.03701177242
167	0.03670060302
168	0.03644085849
169	0.03623539753
170	0.03596384282
171	0.03554197558
172	0.03517026336
173	0.03489501001
174	0.03458901559
175	0.03434006224
176	0.03413800742
177	0.03390997976
178	0.03372397341
179	0.03352696392
180	0.03337501835
181	0.03321153104
182	0.03302403783
183	0.03281503426
184	0.03265001736
185	0.03249149358
186	0.03217474311
187	0.03199396175
188	0.03174126685
189	0.03159013529
190	0.0314361487
191	0.03119213957
192	0.03095144028
193	0.03078089783
194	0.03054366894
195	0.0304036488
196	0.03026995263
197	0.03006319561
198	0.02992113718
199	0.02963577756
200	0.02954286279
201	0.02943850142
202	0.02924744494
203	0.02913267387
204	0.02901427627
205	0.02889202773
206	0.02868788124
207	0.02849511528
208	0.02836161567
209	0.02824478171
210	0.02809476712
211	0.02797311564
212	0.02782043849
213	0.02766896247
214	0.02752331593
215	0.02734012879
216	0.02707913459
217	0.02693992617
218	0.02683182827
219	0.02667947749
220	0.0265011565
221	0.02636779487
222	0.02624244186
223	0.02613393368
224	0.02604388972
225	0.02593296157
226	0.0258034909
227	0.02564147781
228	0.02554710846
229	0.02541852827
230	0.02524823875
231	0.02515899954
232	0.02503289743
233	0.02491743701
234	0.0247994541
235	0.02468899915
236	0.02449548689
237	0.02438673765
238	0.02418953882
239	0.02405432297
240	0.02394360152
241	0.02382616943
242	0.02371225521
243	0.0235915273
244	0.02341246984
245	0.02332929344
246	0.02317934363
247	0.02306253612
248	0.02295358868
249	0.0228367436
250	0.02271088734
251	0.02258937959
252	0.0224410967
253	0.02237603468
254	0.02223935471
255	0.02212701469
256	0.02202388473
257	0.02195548625
258	0.02182939324
259	0.02172275753
260	0.02161911953
261	0.02153593702
262	0.02146574172
263	0.02139179129
264	0.02133509257
265	0.02127192923
266	0.02118880985
267	0.02105480592
268	0.02090479042
269	0.02084401225
270	0.02076687864
271	0.02068638766
272	0.02061530563
273	0.02054590565
274	0.0204731014
275	0.02039633468
276	0.02032929587
277	0.02027778423
278	0.02021222008
279	0.02014081229
280	0.02001219936
281	0.01993925557
282	0.01984971659
283	0.01975222639
284	0.01960399024
285	0.01954154184
286	0.01940315514
287	0.0193428699
288	0.01921875963
289	0.01916614539
290	0.01907227215
291	0.01901700381
292	0.01894927169
293	0.01889048462
294	0.01882987272
295	0.01876542541
296	0.01869874602
297	0.01864453222
298	0.01857201457
299	0.01850561173
300	0.01844517264
301	0.01837730992
302	0.01834483886
303	0.01829196155
304	0.01814849287
305	0.0180818156
306	0.01802556292
307	0.01796626291
308	0.0179228835
309	0.01785857148
310	0.01781660585
311	0.01777046822
312	0.01773105554
313	0.01766331004
314	0.0175735591
315	0.01749793515
316	0.0174517696
317	0.01741024953
318	0.01731709627
319	0.01724489048
320	0.01720270327
321	0.01715833195
322	0.01711406852
323	0.01706234498
324	0.01698220351
325	0.01692937725
326	0.01688474842
327	0.01682583342
328	0.01678932024
329	0.01676072213
330	0.0167075175
331	0.01663327114
332	0.01657147356
333	0.01649072335
334	0.01644252484
335	0.01638338824
336	0.01635479806
337	0.01629862078
338	0.01624665186
339	0.01619691227
340	0.01615743109
341	0.01610202494
342	0.01606552406
343	0.01603980409
344	0.01599136502
345	0.01596317845
346	0.01593049096
347	0.01587419734
348	0.01581982025
349	0.01576863083
350	0.01573839646
351	0.0156871428
352	0.01563399316
353	0.01557573005
354	0.01554753142
355	0.01550221275
356	0.01545625747
357	0.01542557458
358	0.01538363422
359	0.01532851848
360	0.01524950048
361	0.01522047766
362	0.01514244659
363	0.01510504494
364	0.0150766687
365	0.0150399408
366	0.01500799338
367	0.01493888987
368	0.01489738684
369	0.0148659647
370	0.01480187014
371	0.01472397119
372	0.01468539564
373	0.01464665649
374	0.0146106714
375	0.01453312108
376	0.01448864293
377	0.01446795143
378	0.01443932439
379	0.01440598057
380	0.01435306569
381	0.01432818847
382	0.01426340254
383	0.01420174634
384	0.01416793814
385	0.01413201791
386	0.01410835503
387	0.01405614097
388	0.01401218186
389	0.01398018815
390	0.01395961245
391	0.01390968538
392	0.01386584227
393	0.01383053425
394	0.01376513564
395	0.01370656486
396	0.01367369985
397	0.0135987353
398	0.01357306202
399	0.01353745522
400	0.01349912186
401	0.01342525352
402	0.01339565697
403	0.01335465998
404	0.01333226521
405	0.01330795058
406	0.01323830659
407	0.01320387535
408	0.01318553235
409	0.01314892243
410	0.0131083049
411	0.01304706912
412	0.01301677726
413	0.01298579934
414	0.0129454375
415	0.01287423491
416	0.01282259742
417	0.01278114101
418	0.01274991291
419	0.01272541027
420	0.01268635355
421	0.01264645298
422	0.01261746831
423	0.01258609461
424	0.01254779404
425	0.0125235728
426	0.01249396889
427	0.01244669113
428	0.01242270862
429	0.01237340513
430	0.01233528312
431	0.01227078532
432	0.01225660997
433	0.01223163096
434	0.01219493895
435	0.01213752404
436	0.01211118067
437	0.01208438977
438	0.01206555112
439	0.01202887071
440	0.01200352547
441	0.01198361989
442	0.01196034424
443	0.01190916672
444	0.01186060648
445	0.01183138066
446	0.01180612717
447	0.0117464634
448	0.01169713954
449	0.01167460385
450	0.01165594678
451	0.0116282452
452	0.01158739251
453	0.01154872246
454	0.01150801357
455	0.0114811476
456	0.01142694262
457	0.01140750715
458	0.01138649323
459	0.01135776543
460	0.01132862614
461	0.01128916217
462	0.01126664438
463	0.01124180873
464	0.01121261002
465	0.0111851396
466	0.01116672695
467	0.01114814004
468	0.01112888399
469	0.01110513313
470	0.01108215905
471	0.011047419
472	0.01102809202
473	0.01100103813
474	0.01096677565
475	0.01095274086
476	0.01093436301
477	0.01090790665
478	0.01087092456
479	0.01084082834
480	0.01079686494
481	0.01075786373
482	0.01073797707
483	0.01071314786
484	0.01068879333
485	0.01066868486
486	0.01063519249
487	0.01061435305
488	0.01059546432
489	0.01056525053
490	0.01054103406
491	0.01052890838
492	0.01050463319
493	0.01047813739
494	0.01046033819
495	0.01044292108
496	0.01041439925
497	0.01040147916
498	0.0103739525
499	0.01035156531
500	0.01033432494
501	0.01030272831
502	0.0102821156
503	0.01025627966
504	0.01023570586
505	0.01021542249
506	0.01018686454
507	0.01016656352
508	0.01013824454
509	0.01012071415
510	0.01008803236
511	0.01007345316
512	0.01004604908
513	0.01002435641
514	0.01001656635
515	0.009997953759
516	0.009981990822
517	0.009963198866
518	0.009944614256
519	0.009926275461
520	0.009902254403
521	0.009872527375
522	0.009852233217
523	0.009836596636
524	0.009823528708
525	0.009804984601
526	0.009788508993
527	0.009773382972
528	0.009755710164
529	0.009736094236
530	0.00972224703
531	0.009702446925
532	0.009673209394
533	0.009641716928
534	0.009615470832
535	0.009601000319
536	0.009582169978
537	0.009567185575
538	0.009544053593
539	0.009532027746
540	0.009510179577
541	0.00949545353
542	0.009469957016
543	0.009456858976
544	0.009433031165
545	0.009407299265
546	0.009389224433
547	0.009372941314
548	0.009354444498
549	0.009315945671
550	0.009294974358
551	0.009274786297
552	0.009244877969
553	0.009232567109
554	0.009210007649
555	0.009196155369
556	0.009157022134
557	0.009143197032
558	0.009123243523
559	0.009095868634
560	0.009087264184
561	0.009074858967
562	0.00905948086
563	0.009041684171
564	0.009022949322
565	0.009008310482
566	0.00898336318
567	0.008960408936
568	0.008945576946
569	0.008933612109
570	0.008919291928
571	0.00888502486
572	0.008867964324
573	0.008857745631
574	0.008840214677
575	0.00883077629
576	0.008819645036
577	0.008779731632
578	0.008749030455
579	0.008710933656
580	0.008700702004
581	0.008680134824
582	0.008668037275
583	0.00866118572
584	0.008646214233
585	0.008636321802
586	0.008623072557
587	0.008612256404
588	0.008585313224
589	0.008574591787
590	0.008563331102
591	0.008551484606
592	0.008538277492
593	0.008528541648
594	0.00850188813
595	0.008488029108
596	0.008473121736
597	0.008454752163
598	0.008446515828
599	0.00842558496
600	0.00841623058
601	0.008407054097
602	0.008389259557
603	0.008375149765
604	0.008345663311
605	0.008325753393
606	0.008312612105
607	0.008289533662
608	0.008278388237
609	0.008271131804
610	0.008246600488
611	0.008237891254
612	0.008224680124
613	0.00820366505
614	0.008194249136
615	0.008179246751
616	0.00816778431
617	0.008151516418
618	0.008134015724
619	0.008117362056
620	0.008104446924
621	0.008091927507
622	0.00807839312
623	0.008070255006
624	0.008059414113
625	0.008039909342
626	0.008026887617
627	0.008012531258
628	0.007996827862
629	0.007984030224
630	0.007969761272
631	0.00795107579
632	0.007938859366
633	0.007929295137
634	0.007915786441
635	0.007900521355
636	0.007889900983
637	0.007880300511
638	0.007860048699
639	0.007845255483
640	0.007828151716
641	0.007810983825
642	0.007785048881
643	0.007768038247
644	0.007758039649
645	0.007747303639
646	0.007737380733
647	0.007729296506
648	0.007718644205
649	0.007704971372
650	0.00769759628
651	0.007686478644
652	0.007668185398
653	0.007652133475
654	0.007640852444
655	0.007630252736
656	0.007615538202
657	0.007583581129
658	0.007576022041
659	0.007562188752
660	0.007556853987
661	0.007538783745
662	0.007516485225
663	0.007504399225
664	0.007496809088
665	0.007482026486
666	0.007470859284
667	0.007460579117
668	0.007451339232
669	0.007441434448
670	0.007426493847
671	0.007417030613
672	0.007397821221
673	0.007385933204
674	0.0073657131
675	0.007355730842
676	0.00734580915
677	0.007337518579
678	0.007326077825
679	0.007318116531
680	0.007303998285
681	0.007288854286
682	0.007278357494
683	0.007270516909
684	0.007261408845
685	0.007253000435
686	0.007244799277
687	0.00723389595
688	0.007228091963
689	0.007218871322
690	0.007205029537
691	0.007196768173
692	0.007188368099
693	0.007170376634
694	0.007154839624
695	0.007141661756
696	0.007134297183
697	0.007125697665
698	0.007118167174
699	0.007105855615
700	0.007085659884
701	0.007076555052
702	0.007060605921
703	0.007051665459
704	0.007041113691
705	0.007025743314
706	0.007019159981
707	0.007009336481
708	0.006996208943
709	0.006985523681
710	0.006961755969
711	0.006946410394
712	0.006930491031
713	0.006920352278
714	0.006912467695
715	0.006907317588
716	0.006893725677
717	0.006885454636
718	0.006876883111
719	0.006847419149
720	0.00683394997
721	0.006828286641
722	0.006818397859
723	0.006810991389
724	0.006804597548
725	0.006786487415
726	0.006776544266
727	0.006762678683
728	0.006755035982
729	0.006746737644
730	0.00673272273
731	0.006726704473
732	0.006716545255
733	0.006701754225
734	0.006684889396
735	0.006677262391
736	0.006665655563
737	0.006652888444
738	0.006633079551
739	0.006619388034
740	0.006610410262
741	0.006604464081
742	0.006591535809
743	0.006580715866
744	0.006563864943
745	0.006555277418
746	0.00653949891
747	0.006529296381
748	0.006521729421
749	0.006511030963
750	0.006490458238
751	0.006482528613
752	0.006474409735
753	0.006465645543
754	0.006453680105
755	0.006447948061
756	0.006442275487
757	0.006436925112
758	0.006431106995
759	0.006422562243
760	0.006414817258
761	0.006407304389
762	0.00639737943
763	0.006387866605
764	0.0063794888
765	0.006369566709
766	0.00636198327
767	0.006355424239
768	0.006345674014
769	0.006338999235
770	0.006332212728
771	0.006321537497
772	0.006312990671
773	0.006305168628
774	0.006298151305
775	0.006289496119
776	0.00628521366
777	0.006279649927
778	0.006270821524
779	0.006252017397
780	0.006244044436
781	0.006237222054
782	0.006230756022
783	0.00621891732
784	0.006213319825
785	0.00620787878
786	0.006198514753
787	0.006185824491
788	0.006167616007
789	0.006155967277
790	0.00614023075
791	0.00613315772
792	0.006126387605
793	0.006118847259
794	0.006113391557
795	0.006102527723
796	0.006090275079
797	0.006086061923
798	0.006069486274
799	0.006062725478
800	0.006050335356
801	0.006043179084
802	0.006032140785
803	0.006019990309
804	0.006014509497
805	0.00600919896
806	0.006001947716
807	0.005996702246
808	0.005992789235
809	0.005987567264
810	0.005980325702
811	0.005967818954
812	0.005963349869
813	0.005956406122
814	0.005950311729
815	0.005932998676
816	0.005926931912
817	0.005920229512
818	0.005905888721
819	0.005899057535
820	0.005892801336
821	0.005883580191
822	0.00587631258
823	0.005856331228
824	0.005844459999
825	0.005837048879
826	0.005832457299
827	0.005827423426
828	0.005818689832
829	0.005811904253
830	0.005802722706
831	0.005790729084
832	0.005780374881
833	0.005773310655
834	0.005766527813
835	0.005757588348
836	0.00575418723
837	0.005740370096
838	0.00572894665
839	0.005716064178
840	0.005711561961
841	0.005705527757
842	0.005699075626
843	0.005690086553
844	0.005686359188
845	0.005682050204
846	0.005665664455
847	0.005657531841
848	0.005647595958
849	0.005635929489
850	0.005626766508
851	0.0056209196
852	0.005613502241
853	0.005606411498
854	0.005596969342
855	0.005585205324
856	0.00557920986
857	0.005574862056
858	0.005568649633
859	0.005563625287
860	0.005558337962
861	0.005553153861
862	0.005542477289
863	0.005537797928
864	0.005527591901
865	0.005518518371
866	0.005515246798
867	0.005510417167
868	0.005504564129
869	0.005498971007
870	0.005493246974
871	0.005488304738
872	0.005484811305
873	0.005480343756
874	0.005471512225
875	0.005464851377
876	0.005458383303
877	0.005446703651
878	0.005440935306
879	0.005435589998
880	0.005426751493
881	0.005420422992
882	0.005406612354
883	0.005399776499
884	0.005394305255
885	0.005389377674
886	0.005382966517
887	0.005377506324
888	0.005365597657
889	0.005360647197
890	0.005354322432
891	0.005349307116
892	0.005344559747
893	0.005341757818
894	0.005336654838
895	0.005331870306
896	0.005326653391
897	0.005319761952
898	0.005310557635
899	0.005300664672
900	0.005288476644
901	0.005281596575
902	0.005276405696
903	0.005261623203
904	0.005257322183
905	0.005254149518
906	0.005247577563
907	0.005243347998
908	0.005238270949
909	0.005232446217
910	0.005226846812
911	0.005220379384
912	0.005214772859
913	0.005210633877
914	0.005204300518
915	0.005201123341
916	0.005195268219
917	0.005190449336
918	0.005185385105
919	0.005178881339
920	0.005171230453
921	0.005165469725
922	0.00516338752
923	0.005157885706
924	0.005154329599
925	0.005147563548
926	0.005139593431
927	0.005133982245
928	0.005128226613
929	0.005123874359
930	0.00511696495
931	0.005105591684
932	0.005097047032
933	0.005092686796
934	0.005084557633
935	0.005079629107
936	0.005068737402
937	0.005062061121
938	0.005054926244
939	0.005049182448
940	0.005045473987
941	0.005039659649
942	0.005035794012
943	0.005029938596
944	0.005025133248
945	0.005018443233
946	0.005011619272
947	0.005001889474
948	0.004997721532
949	0.004994251022
950	0.004990826404
951	0.00497839792
952	0.004974240189
953	0.004969041285
954	0.004965252363
955	0.004959449271
956	0.004956152891
957	0.004952417212
958	0.004949785352
959	0.004939201839
960	0.004934308842
961	0.004929567385
962	0.004924937129
963	0.004921011215
964	0.004917798031
965	0.00491484678
966	0.004907424305
967	0.004899103432
968	0.004890367521
969	0.004886750622
970	0.004881174943
971	0.004876998355
972	0.00487336897
973	0.004869268195
974	0.004862261327
975	0.004858626747
976	0.004853350117
977	0.00484711728
978	0.004838954924
979	0.004834872448
980	0.00483007977
981	0.004822356516
982	0.004819497073
983	0.004810972632
984	0.004806701818
985	0.004803139418
986	0.004798616354
987	0.00479520679
988	0.004793051261
989	0.004781985783
990	0.004776819873
991	0.004773515371
992	0.004762985749
993	0.004755733749
994	0.004751270523
995	0.004747311917
996	0.004740855362
997	0.004734379479
998	0.004730061933
999	0.004726224891
